item_ord,content_hash,model,prompt_version,category_llm,confidence,rationale
744,2e4dbf7ef4b8a61b,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a buffer overrun that could cause a crash, which is a classic crash & corruption issue, not a security vulnerability as explicitly stated."
745,9d397c5439859fc4,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses potential incorrect query results due to integer overflow in window aggregate calculations, which directly impacts result accuracy rather than security or crash behavior."
746,216618ebfbd1b0f2,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an unintended side-effect on statistics counters, which affects the accuracy of query planning and execution metrics, not a security issue, crash, or other category."
747,e2c55084632097e2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a buffer overread that could lead to a crash, which is fundamentally about preventing a crash due to memory access issues."
748,82b11f6219c9333e,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses internal inconsistency in tuplestore data structures that causes crashes, particularly with WITH HOLD cursors, which aligns with the 'Crash & corruption' category as the primary issue is preventing crashes due to data structure inconsistency."
749,20d4436cc466f6ac,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue in the replication statistics reporting, specifically the premature NULL values in lag columns during active replication, which directly relates to replication monitoring and recovery metrics."
750,17dcf0293345c181,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a rare error related to xlog flush failures, which could lead to data corruption or crashes in the database system."
751,8ae5fe0f8ebe2bb6,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses out-of-bounds accesses that caused server crashes, which directly falls under crash-related issues rather than security hardening or other categories."
752,cc0479a5a235b65b,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential server crash caused by NULL pointer dereferences when processing extended statistics on expressions of extension data types, which is a direct crash issue rather than a security vulnerability or other category."
753,c1c15923c0d61076,qwen3:30b-a3b,v2,Replication & recovery,0.9,"The fix addresses the shutdown procedure of child processes during startup failure, which is related to the postmaster's role in managing processes for replication and recovery, not security, crashes, or other categories."
754,636b5b0fdc4854a6,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a race condition affecting WAL replay during checkpoint processing on a standby server, directly impacting replication consistency and recovery behavior between primary and standby nodes."
755,addaf9c8be0757f9,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue in the shutdown process of a walsender during logical replication, ensuring proper handling of pending WAL data to prevent indefinite waits, which is fundamentally about replication recovery behavior."
756,d215b1508a72adb1,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a persistence issue with free space maps during WAL replay in recovery, specifically impacting standby servers and their promotion to active status, which is a core aspect of replication and recovery processes."
757,beb01544381d0208,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses crashes occurring in ecpg functions due to missing connection, which directly relates to preventing crashes and ensuring stability."
758,d1f8c7204220a9ed,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses data corruption in LZ4-compressed data, memory leaks, and error handling failures that could lead to cascading errors, which are fundamental issues related to data integrity and system stability."
759,2137fca7f4da2704,qwen3:30b-a3b,v2,Replication & recovery,0.9,"The fix addresses a protocol version issue in pg_upgrade, which is a tool for upgrading PostgreSQL clusters, and is fundamentally about ensuring compatibility during the upgrade process, a core aspect of replication and recovery workflows."
760,bff93b09953729fd,qwen3:30b-a3b,v2,Other functionality,0.95,"The fix allows the archive directory to be missing at startup, which is a functional improvement rather than addressing security, crashes, performance, or other specific categories."
761,2d75ff7b7dc642a0,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a case where lquery patterns for case-insensitive matching failed to match labels they should, directly impacting query results accuracy."
762,97b9abaff02362b2,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak issue in pg_stat_statements when an error occurs during parsing, which is a resource management problem rather than a security vulnerability or functional error."
763,5819b327baa5268b,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by premature cleanup of a failed connection in postgres_fdw, ensuring the connection object is not closed too early to prevent crashes."
764,82d95cc5f8b43fb7,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix restricts logical decoding output plugins to a whitelist to prevent exploitation of vulnerabilities, addressing a security weakness rather than a crash or functional issue."
765,d08448b1afd541e3,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability where encryption was trivially breakable due to undetected cipher failures, which is fundamentally about closing a security weakness rather than a crash or other issue."
766,9fbc5d1dba7feb2a,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a potential SQL injection hazard by ensuring psql skips in-line data following a failing COPY command, which is a security vulnerability rather than a mere crash or incorrect result."
767,2fdf190dfb2ef898,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a memory disclosure and arbitrary code execution vulnerability, which is fundamentally a security hardening issue, not just a crash or corruption."
768,baec3e88ae26c0e9,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a buffer overrun vulnerability that can lead to crashes and potential arbitrary code execution, which is a security hardening issue rather than a mere crash or corruption."
769,a88c3768955ea701,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a buffer overrun vulnerability that could lead to memory corruption, which is a security hardening issue rather than a mere crash or symptom."
770,dc07374e22399a1e,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a vulnerability where the ascii() function could return unintended data from invalid input, which is a memory-safety issue that could lead to information leakage, aligning with the essence of security hardening."
771,c5af971d8af8642f,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability (CVE-2026-16238) related to incorrect handling of multirange types in pg_restore_attribute_stats(), which could lead to security issues if exploited."
772,228e50aeff313b4f,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a potential security vulnerability where a malicious operator could cause a crash or memory disclosure, which is fundamentally about closing a security weakness rather than just fixing a crash."
773,8f2cdc1a8792a765,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability related to buffer overflows or memory safety by enforcing documented limits on tsvector and tsquery lengths, which was reported as a CVE, but the category specifically covers security hardening without a CVE, focusing on the underlying weakness."
774,d59c47ea82e09a28,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability related to argument limits in aggregate functions, which could lead to memory safety issues or unexpected behavior, as indicated by the CVE reference and the description of 'hazards downstream'."
775,557226e89cb9c2a2,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix explicitly addresses a security vulnerability related to SQL function calls involving type internal, which was reported by a security researcher and assigned a CVE, indicating it's fundamentally about closing a security weakness rather than a crash or other issue."
776,a115d5341c33c914,qwen3:30b-a3b,v2,Security hardening (no CVE),0.9,"The fix addresses an ownership issue that could lead to privilege escalation or unauthorized access, making it a security hardening fix rather than a mere functional or ownership correction."
